,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award, FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
19814,west coast university,91606-3206     ,Proprietary,36,100000,90995,0,0,0,928,308430,392019,Ontario,42951.0,Region 10,California,Region 10,0.064601696,2012.0
19815,west hills college lemoore,93245-9248     ,Public,39,99311,118392,0,0,0,325,114001,85500,Coalinga,9935.0,Region 21R,California,Region 21R,0.0685640707,2012.0
19816,west hills college lemoore,93245-9248     ,Public,39,99311,118392,0,0,0,325,114001,85500,Lemoore,9377.0,Region 21R,California,Region 21R,0.0685640707,2012.0
19817,west los angeles college,90230-3500     ,Public,70,172423,231804,0,0,0,516,191301,179240,Culver City,11895.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
19818,west valley college,95070-5697     ,Public,88,160132,200165,0,0,0,373,125774,154717,Saratoga,13846.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
19819,westmont college,93108-1099     ,Private/Non-Profit,200,130510,219321,123,0,263717,164,124145,209030,Santa Barbara,49990.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
19820,westwood college - los angeles,90010-1577     ,Proprietary,141,465714,496604,0,0,0,705,583519,932807,Los Angeles,29399.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
19821,westwood college - los angeles,90010-1577     ,Proprietary,141,465714,496604,0,0,0,705,583519,932807,Alhambra,32144.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
19822,westwood college - los angeles,90010-1577     ,Proprietary,141,465714,496604,0,0,0,705,583519,932807,Los Angeles,26313.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
19823,westwood college - los angeles,90010-1577     ,Proprietary,141,465714,496604,0,0,0,705,583519,932807,Upland,28188.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
19824,westwood college - south bay,90502-1148     ,Proprietary,33,143088,144412,1,0,1000,178,185586,265447,Torrance,29138.0,Region 10,California,Region 10,0.064601696,2012.0
19825,whittier college,90601-4413     ,Private/Non-Profit,563,448080,932302,203,0,570821,119,222666,296888,Whittier,50135.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
19826,william jessup university,95765-3707     ,Private/Non-Profit,87,44188,165818,0,0,0,332,38880,51796,Rocklin,33634.0,Region 21R,California,Region 21R,0.0685640707,2012.0
19827,woodbury university,91504-1052     ,Private/Non-Profit,117,132467,132395,70,0,248000,103,118661,106500,Burbank,41046.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
19828,woodland community college,95776-5156     ,Public,50,120761,124752,0,0,0,316,167106,154740,Woodland,10768.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
19829,world mission university,90020-1789     ,Private/Non-Profit,2,1214,1517,0,0,0,37,5384,7300,Los Angeles,18452.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
19830,yeshiva ohr elchonon chabad - west coast talmudical seminary,90046-7660     ,Private/Non-Profit,8,9816,7835,0,0,0,36,5703,10800,Los Angeles,23000.0,Region 9R (San Mateo),California,Region 9R (San Mateo),0.0599311656,2012.0
19831,yuba college,95901-7699     ,Public,121,187276,148988,0,0,0,687,178320,238900,Marysville,10679.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
19832,adams state university,81102-2373     ,Public,260,289320,289320,44,0,85670,86,145580,145580,Alamosa,16681.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
19834,arapahoe community college,80160-9002     ,Public,80,158504,200106,0,0,0,92,122676,89746,Littleton,13753.0,Regions 2 and 7,Colorado,Regions 2 and 7,0.0631342782,2012.0
19835,art institute of colorado (the),80203-2172     ,Proprietary,40,131613,113275,353,0,1199921,343,188265,294891,Denver,30654.0,Region 1,Colorado,Region 1,0.0660392531,2012.0
19837,collegeamerica denver,80222-3380     ,Proprietary,28,130169,122443,0,0,0,1458,170247,239137,Denver,21886.0,Regions 5 and 6,Colorado,Regions 5 and 6,0.0610721448,2012.0
19838,collegeamerica denver,80222-3380     ,Proprietary,28,130169,122443,0,0,0,1458,170247,239137,Colorado Springs,27993.0,Regions 5 and 6,Colorado,Regions 5 and 6,0.0610721448,2012.0
19839,collegeamerica denver,80222-3380     ,Proprietary,28,130169,122443,0,0,0,1458,170247,239137,Fort Collins,26634.0,Regions 5 and 6,Colorado,Regions 5 and 6,0.0610721448,2012.0
19841,colorado college,80903-3294     ,Private/Non-Profit,211,145150,195453,207,0,941276,50,150091,193979,Colorado Springs,52150.0,Region 3,Colorado,Region 3,0.0614532153,2012.0
19842,colorado heights university,80236-2711     ,Private/Non-Profit,0,8000,0,0,0,0,0,11500,0,Denver,11880.0,Regions 5 and 6,Colorado,Regions 5 and 6,0.0610721448,2012.0
19843,colorado mesa university,81501-3122     ,Public,122,185062,220981,61,0,96100,88,158990,175153,Grand Junction,18823.0,Region 3,Colorado,Region 3,0.0614532153,2012.0
19845,colorado northwestern community college,81648-3598     ,Public,26,24363,32484,32,0,54400,22,19026,25368,Rangely,15902.0,Region 3,Colorado,Region 3,0.0614532153,2012.0
19846,colorado school of mines,80401-1887     ,Public,208,212229,282972,129,0,483469,43,93415,124553,Golden,26748.0,Regions 5 and 6,Colorado,Regions 5 and 6,0.0610721448,2012.0
19847,colorado school of mines,80401-1887     ,Public,208,212229,282972,129,0,483469,43,93415,124553,Lakewood,22018.0,Regions 5 and 6,Colorado,Regions 5 and 6,0.0610721448,2012.0
19848,colorado state university,80523-0100     ,Public,474,922938,1004631,1389,0,2604885,446,411477,574519,Fort Collins,20152.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
19849,colorado state university-pueblo,81001-4901     ,Public,304,469791,506071,0,0,0,1291,471713,517912,Pueblo,16369.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
19853,community college of aurora,80011-9036     ,Public,51,149738,127248,0,0,0,214,139450,161940,Aurora,23988.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
19855,denver school of nursing,80202-1213     ,Proprietary,15,28891,26898,0,0,0,54,23977,41600,Denver,30996.0,Regions 5 and 6,Colorado,Regions 5 and 6,0.0610721448,2012.0
19856,fort lewis college,81301-3999     ,Public,130,156041,181402,203,0,350179,76,80999,134318,Durango,18410.0,Region 3,Colorado,Region 3,0.0614532153,2012.0
19858,ibmc college,80525-3044     ,Proprietary,33,70459,74083,0,0,0,714,85631,134038,Fort Collins,21330.0,Regions 5 and 6,Colorado,Regions 5 and 6,0.0610721448,2012.0
19859,jones international university,80112-3446     ,Proprietary,0,0,0,0,0,0,153,90000,118206,Centennial,20208.0,Regions 5 and 6,Colorado,Regions 5 and 6,0.0610721448,2012.0
19860,lamar community college,81052-3999     ,Public,15,17040,14044,0,0,0,17,13808,17535,Lamar,15709.0,Regions 5 and 6,Colorado,Regions 5 and 6,0.0610721448,2012.0
19861,metropolitan state university of denver,80204-3362     ,Public,162,635336,527498,419,0,966486,737,560032,698976,Denver,13869.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
19862,morgan community college,80701-4399     ,Public,19,29899,38689,0,0,0,79,25307,31634,Fort  Morgan,16156.0,Region 1,Colorado,Region 1,0.0660392531,2012.0
19863,naropa university,80302-6697     ,Private/Non-Profit,108,146627,248234,95,0,110150,41,36864,36864,Boulder,40881.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
19865,northeastern junior college,80751-2399     ,Public,74,97740,72094,0,0,0,46,22649,46901,Sterling,15585.0,Region 1,Colorado,Region 1,0.0660392531,2012.0
19866,otero junior college,81050-3346     ,Public,33,60820,60820,0,0,0,21,33432,33432,La Junta,16203.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
19869,pueblo community college,81004-1499     ,Public,73,186173,186173,0,0,0,288,187260,187260,Pueblo,15792.0,Region 1,Colorado,Region 1,0.0660392531,2012.0
19870,red rocks community college,80228-1255     ,Public,75,182049,172049,0,0,0,231,150000,150000,Lakewood,16417.0,Region 1,Colorado,Region 1,0.0660392531,2012.0
19871,regis university,80221-1099     ,Private/Non-Profit,355,591153,526856,224,0,531263,126,318160,621264,Denver,43115.0,Regions 2 and 7,Colorado,Regions 2 and 7,0.0631342782,2012.0
19872,trinidad state junior college,81082-2396     ,Public,36,108839,79842,0,0,0,69,62304,65792,Trinidad,16245.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
19876,university of denver,80208-2000     ,Private/Non-Profit,626,1514526,1877903,837,0,2389405,234,437243,574476,Denver,52400.0,Regions 2 and 7,Colorado,Regions 2 and 7,0.0631342782,2012.0
19877,university of northern colorado,80639-0001     ,Public,198,366114,390690,368,0,893012,147,223291,297721,Greeley,18543.0,Regions 2 and 7,Colorado,Regions 2 and 7,0.0631342782,2012.0
19878,university of northern colorado,80639-0001     ,Public,198,366114,390690,368,0,893012,147,223291,297721,Colorado Springs,22832.0,Regions 2 and 7,Colorado,Regions 2 and 7,0.0631342782,2012.0
19879,western state colorado university,81231-0000     ,Public,201,187283,249711,112,0,198725,247,85760,114347,Gunnison,17597.0,Regions 2 and 7,Colorado,Regions 2 and 7,0.0631342782,2012.0
19881,albertus magnus college,06511-1189     ,Private/Non-Profit,68,95167,97057,48,0,79500,232,90786,150880,New Haven,40628.0,Northwestern,Connecticut,Northwestern,0.0657298969,2012.0
19882,asnuntuck community college,06082-3800     ,Public,27,44963,52269,0,0,0,174,31112,45483,Enfield,10606.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19883,bridgeport hospital school of nursing,06610-2896     ,Private/Non-Profit,0,0,0,0,0,0,39,9861,12491,Bridgeport,25178.0,North Central,Connecticut,North Central,0.0646528478,2012.0
19884,capital community college,06103-1207     ,Public,67,130837,169094,0,0,0,223,122902,99652,Hartford,13508.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19885,central connecticut state university,06050-2490     ,Public,293,298610,315649,342,0,555507,965,232271,297786,New Britain,19938.0,Northwestern,Connecticut,Northwestern,0.0657298969,2012.0
19886,connecticut college,06320-4196     ,Private/Non-Profit,571,282985,507402,280,0,245480,253,309236,412315,New London,56870.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19887,eastern connecticut state university,06226-2295     ,Public,110,144695,141495,229,0,312519,338,139630,139630,Willimantic,21789.0,Eastern,Connecticut,Eastern,0.0653572181,2012.0
19888,fairfield university,06824-5171     ,Private/Non-Profit,393,355635,307388,409,0,380803,342,293009,392425,Fairfield,55040.0,Northwestern,Connecticut,Northwestern,0.0657298969,2012.0
19889,goodwin college,06118-9980     ,Private/Non-Profit,83,219836,239382,0,0,0,659,288559,382413,East Hartford,30503.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19890,housatonic community college,06604-4704     ,Public,51,131613,131613,0,0,0,1366,136060,136060,Bridgeport,9447.0,North Central,Connecticut,North Central,0.0646528478,2012.0
19891,lincoln college of new england,06489-1057     ,Proprietary,53,63467,80279,0,0,0,146,95914,121491,Southington,29527.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19892,lincoln college of new england,06489-1057     ,Proprietary,53,63467,80279,0,0,0,146,95914,121491,Hartford,29565.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19893,manchester community college,06045-1046     ,Public,48,87847,86280,0,0,0,690,120000,191583,Manchester,9224.0,Northwestern,Connecticut,Northwestern,0.0657298969,2012.0
19894,manchester community college,06045-1046     ,Public,48,87847,86280,0,0,0,690,120000,191583,Manchester,9224.0,Southern,New Hampshire,Southern,0.0775302513,2012.0
19895,manchester community college,06045-1046     ,Public,48,87847,86280,0,0,0,690,120000,191583,Manchester,16668.0,Northwestern,Connecticut,Northwestern,0.0657298969,2012.0
19896,manchester community college,06045-1046     ,Public,48,87847,86280,0,0,0,690,120000,191583,Manchester,16668.0,Southern,New Hampshire,Southern,0.0775302513,2012.0
19897,manchester community college,03102-8518     ,Public,51,50553,60811,12,0,32275,187,49544,54700,Manchester,9224.0,Northwestern,Connecticut,Northwestern,0.0657298969,2012.0
19898,manchester community college,03102-8518     ,Public,51,50553,60811,12,0,32275,187,49544,54700,Manchester,9224.0,Southern,New Hampshire,Southern,0.0775302513,2012.0
19899,manchester community college,03102-8518     ,Public,51,50553,60811,12,0,32275,187,49544,54700,Manchester,16668.0,Northwestern,Connecticut,Northwestern,0.0657298969,2012.0
19900,manchester community college,03102-8518     ,Public,51,50553,60811,12,0,32275,187,49544,54700,Manchester,16668.0,Southern,New Hampshire,Southern,0.0775302513,2012.0
19901,middlesex community college,06457-4889     ,Public,69,130297,179701,0,0,0,63,50000,49729,Middletown,8589.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19902,middlesex community college,06457-4889     ,Public,69,130297,179701,0,0,0,63,50000,49729,Middletown,8589.0,Western,Massachusetts,Western,0.0680429492,2012.0
19903,middlesex community college,06457-4889     ,Public,69,130297,179701,0,0,0,63,50000,49729,Bedford,8055.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19904,middlesex community college,06457-4889     ,Public,69,130297,179701,0,0,0,63,50000,49729,Bedford,8055.0,Western,Massachusetts,Western,0.0680429492,2012.0
19905,middlesex community college,01730-1197     ,Public,66,168513,148984,36,0,32800,1989,188879,198879,Middletown,8589.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19906,middlesex community college,01730-1197     ,Public,66,168513,148984,36,0,32800,1989,188879,198879,Middletown,8589.0,Western,Massachusetts,Western,0.0680429492,2012.0
19907,middlesex community college,01730-1197     ,Public,66,168513,148984,36,0,32800,1989,188879,198879,Bedford,8055.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19908,middlesex community college,01730-1197     ,Public,66,168513,148984,36,0,32800,1989,188879,198879,Bedford,8055.0,Western,Massachusetts,Western,0.0680429492,2012.0
19909,mitchell college,06320-4498     ,Private/Non-Profit,51,68350,52748,73,0,96278,133,63083,106895,New London,43044.0,Eastern,Connecticut,Eastern,0.0653572181,2012.0
19910,naugatuck valley community college,06708-3089     ,Public,62,131681,177194,0,0,0,164,100000,133333,Waterbury,10985.0,North Central,Connecticut,North Central,0.0646528478,2012.0
19911,northwestern connecticut community college,06098-1747     ,Public,35,30865,43530,0,0,0,139,26702,31767,Winsted,11725.0,Northwestern,Connecticut,Northwestern,0.0657298969,2012.0
19912,norwalk community college,06854-1655     ,Public,38,108394,108394,0,0,0,657,91244,91244,Norwalk,12064.0,Southwest,Connecticut,Southwest,0.0568729673,2012.0
19913,paier college of art,06514-3902     ,Proprietary,0,0,0,8,0,15900,61,48530,58830,Hamden,18268.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19914,porter and chester institute of branford,06405-4022     ,Proprietary,0,0,0,0,0,0,86,50964,67952,Branford,27560.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19915,porter and chester institute of branford,06405-4022     ,Proprietary,0,0,0,0,0,0,86,50964,67952,Stratford,30772.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19916,post university,06723-3240     ,Proprietary,193,263923,233784,0,0,0,385,266382,339820,Waterbury,38111.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19917,quinebaug valley community college,06239-1440     ,Public,28,46012,61349,0,0,0,138,45328,60438,Danielson,10137.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19918,quinnipiac university,06518-1908     ,Private/Non-Profit,1044,919043,825666,411,0,670446,452,451644,851756,Hamden,51301.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19919,sacred heart university,06825-1000     ,Private/Non-Profit,609,505526,640333,24,0,46000,327,294849,373475,Fairfield,49719.0,South Central,Connecticut,South Central,0.0603446707,2012.0
19920,saint vincent's college,06606-9966     ,Private/Non-Profit,9,21044,25719,0,0,0,43,22248,27810,Bridgeport,18631.0,North Central,Connecticut,North Central,0.0646528478,2012.0
19921,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Atlanta,24037.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19922,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Atlanta,24037.0,Central,Missouri,Central,0.0727568565,2012.0
19923,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Atlanta,24037.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19925,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Fenton,19383.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19926,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Fenton,19383.0,Central,Missouri,Central,0.0727568565,2012.0
19927,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Fenton,19383.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19929,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Saint Peters,18145.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19930,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Saint Peters,18145.0,Central,Missouri,Central,0.0727568565,2012.0
19931,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Saint Peters,18145.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19933,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Houston,21471.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19934,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Houston,21471.0,Central,Missouri,Central,0.0727568565,2012.0
19935,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Houston,21471.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19937,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Dallas,20787.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19938,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Dallas,20787.0,Central,Missouri,Central,0.0727568565,2012.0
19939,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Dallas,20787.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19941,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Houston,22389.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19942,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Houston,22389.0,Central,Missouri,Central,0.0727568565,2012.0
19943,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,Houston,22389.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19945,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,San Antonio,22466.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19946,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,San Antonio,22466.0,Central,Missouri,Central,0.0727568565,2012.0
19947,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,San Antonio,22466.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19949,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,San Antonio,20982.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19950,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,San Antonio,20982.0,Central,Missouri,Central,0.0727568565,2012.0
19951,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,San Antonio,20982.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19953,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,McLean,22327.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19954,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,McLean,22327.0,Central,Missouri,Central,0.0727568565,2012.0
19955,sanford-brown college,06032-1909     ,Proprietary,7,16500,22462,0,0,0,22,29090,28000,McLean,22327.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19957,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Atlanta,24037.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19958,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Atlanta,24037.0,Central,Missouri,Central,0.0727568565,2012.0
19959,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Atlanta,24037.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19961,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Fenton,19383.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19962,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Fenton,19383.0,Central,Missouri,Central,0.0727568565,2012.0
19963,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Fenton,19383.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19965,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Saint Peters,18145.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19966,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Saint Peters,18145.0,Central,Missouri,Central,0.0727568565,2012.0
19967,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Saint Peters,18145.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19969,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Houston,21471.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19970,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Houston,21471.0,Central,Missouri,Central,0.0727568565,2012.0
19971,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Houston,21471.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19973,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Dallas,20787.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19974,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Dallas,20787.0,Central,Missouri,Central,0.0727568565,2012.0
19975,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Dallas,20787.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19977,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Houston,22389.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19978,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Houston,22389.0,Central,Missouri,Central,0.0727568565,2012.0
19979,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,Houston,22389.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19981,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,San Antonio,22466.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19982,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,San Antonio,22466.0,Central,Missouri,Central,0.0727568565,2012.0
19983,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,San Antonio,22466.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19985,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,San Antonio,20982.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19986,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,San Antonio,20982.0,Central,Missouri,Central,0.0727568565,2012.0
19987,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,San Antonio,20982.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19989,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,McLean,22327.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19990,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,McLean,22327.0,Central,Missouri,Central,0.0727568565,2012.0
19991,sanford-brown college,30328-4803     ,Proprietary,325,604977,870193,0,0,0,428,766373,998533,McLean,22327.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19993,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Atlanta,24037.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19994,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Atlanta,24037.0,Central,Missouri,Central,0.0727568565,2012.0
19995,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Atlanta,24037.0,Region 7,Texas,Region 7,0.0674204304,2012.0
19997,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Fenton,19383.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
19998,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Fenton,19383.0,Central,Missouri,Central,0.0727568565,2012.0
19999,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Fenton,19383.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20001,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Saint Peters,18145.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20002,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Saint Peters,18145.0,Central,Missouri,Central,0.0727568565,2012.0
20003,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Saint Peters,18145.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20005,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Houston,21471.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20006,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Houston,21471.0,Central,Missouri,Central,0.0727568565,2012.0
20007,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Houston,21471.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20009,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Dallas,20787.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20010,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Dallas,20787.0,Central,Missouri,Central,0.0727568565,2012.0
20011,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Dallas,20787.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20013,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Houston,22389.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20014,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Houston,22389.0,Central,Missouri,Central,0.0727568565,2012.0
