,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award,FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
178,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Westerville,23668.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
179,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Westerville,23668.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
180,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Westerville,23668.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
181,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Westerville,23668.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
182,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Westerville,23668.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
183,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Westerville,23668.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
184,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Westerville,23668.0,Region 6,Texas,Region 6,0.0733139316,2014.0
186,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Cincinnati,31787.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
187,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Cincinnati,31787.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
188,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Cincinnati,31787.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
189,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Cincinnati,31787.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
190,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Cincinnati,31787.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
191,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Cincinnati,31787.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
192,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Cincinnati,31787.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
193,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Cincinnati,31787.0,Region 6,Texas,Region 6,0.0733139316,2014.0
195,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Norfolk,38847.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
196,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Norfolk,38847.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
197,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Norfolk,38847.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
198,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Norfolk,38847.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
199,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Norfolk,38847.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
200,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Norfolk,38847.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
201,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Norfolk,38847.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
202,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Norfolk,38847.0,Region 6,Texas,Region 6,0.0733139316,2014.0
204,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Richmond,25360.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
205,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Richmond,25360.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
206,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Richmond,25360.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
207,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Richmond,25360.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
208,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Richmond,25360.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
209,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Richmond,25360.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
210,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Richmond,25360.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
211,fortis college,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,Richmond,25360.0,Region 6,Texas,Region 6,0.0733139316,2014.0
213,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
214,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
215,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
216,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
217,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
218,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
219,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
220,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Region 6,Texas,Region 6,0.0733139316,2014.0
222,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
223,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
224,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
225,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
226,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
227,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
228,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
229,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Region 6,Texas,Region 6,0.0733139316,2014.0
231,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
232,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
233,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
234,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
235,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
236,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
237,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
238,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Mobile,25919.0,Region 6,Texas,Region 6,0.0733139316,2014.0
240,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
241,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
242,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
243,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
244,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
245,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
246,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
247,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Montgomery,30031.0,Region 6,Texas,Region 6,0.0733139316,2014.0
249,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
250,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
251,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
252,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
253,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
254,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
255,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
256,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Region 6,Texas,Region 6,0.0733139316,2014.0
258,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
259,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
260,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
261,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
262,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
263,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
264,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
265,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Region 6,Texas,Region 6,0.0733139316,2014.0
267,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
268,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
269,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
270,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
271,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
272,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
273,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
274,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Orange Park,24716.0,Region 6,Texas,Region 6,0.0733139316,2014.0
276,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
277,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
278,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
279,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
280,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
281,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
282,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
283,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Largo,26230.0,Region 6,Texas,Region 6,0.0733139316,2014.0
285,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Baton Rouge,27696.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
286,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Baton Rouge,27696.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
287,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Baton Rouge,27696.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
288,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Baton Rouge,27696.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
289,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Baton Rouge,27696.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
290,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Baton Rouge,27696.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
291,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Baton Rouge,27696.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
292,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Baton Rouge,27696.0,Region 6,Texas,Region 6,0.0733139316,2014.0
294,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Ravenna,28194.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
295,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Ravenna,28194.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
296,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Ravenna,28194.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
297,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Ravenna,28194.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
298,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Ravenna,28194.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
299,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Ravenna,28194.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
300,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Ravenna,28194.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
301,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Ravenna,28194.0,Region 6,Texas,Region 6,0.0733139316,2014.0
303,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Cuyahoga Falls,25399.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
304,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Cuyahoga Falls,25399.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
305,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Cuyahoga Falls,25399.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
306,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Cuyahoga Falls,25399.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
307,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Cuyahoga Falls,25399.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
308,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Cuyahoga Falls,25399.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
309,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Cuyahoga Falls,25399.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
310,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Cuyahoga Falls,25399.0,Region 6,Texas,Region 6,0.0733139316,2014.0
312,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Centerville,25226.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
313,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Centerville,25226.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
314,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Centerville,25226.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
315,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Centerville,25226.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
316,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Centerville,25226.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
317,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Centerville,25226.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
318,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Centerville,25226.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
319,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Centerville,25226.0,Region 6,Texas,Region 6,0.0733139316,2014.0
321,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Westerville,23668.0,Region 2,Alabama,Region 2,0.0816633991,2014.0
322,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Westerville,23668.0,Region 3,Alabama,Region 3,0.0772246569,2014.0
323,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Westerville,23668.0,Circuit 10,Florida,Circuit 10,0.0761484133,2014.0
324,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Westerville,23668.0,Circuit 1,Florida,Circuit 1,0.0866223317,2014.0
325,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Westerville,23668.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0805184193,2014.0
326,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Westerville,23668.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0915298429,2014.0
327,fortis college,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,Westerville,23668.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0957418227,2014.0
